Estimated_Claim_Amount,Fraud_Flag,Litigation_Flag,Age_of_Driver,Vehicle_Age,Annual_Mileage,Driving_Experience_Years,Accident_Settlement_days,days_to_fnol,driver_risk_score,vehicle_risk,Claim_Type,Claim_Complexity,Region,Vehicle_Type,Status,Severity_Band,Gender,Occupation,ThirdParty_Role,TP_Injury_Severity
4117,0,0,29,19,18105,11,58,3,0,1,Weather,Low,London,SUV,settled,Minor,Female,Unemployed,Driver,Serious
9298,0,0,23,11,18989,2,318,0,2,1,Vandalism,High,Birmingham,Hatchback,settled,Major,Female,Student,Unknown,No Injury
37128,0,0,45,6,12105,24,384,0,0,0,Theft,High,London,Sedan,settled,Major,Female,Employed,Unknown,No Injury
6877,0,0,53,1,20742,33,178,4,0,0,Other,Medium,Edinburgh,Van,settled,Moderate,Male,Retired,Passenger,Minor
3453,0,0,23,11,14293,3,45,1,2,1,Collision,Low,Edinburgh,Motorcycle,settled,Minor,Male,Student,Unknown,No Injury
48678,0,0,38,12,8121,16,431,0,0,1,Collision,High,Leeds,Sedan,settled,Severe,Male,Self-Employed,Pedestrian,Minor
1433,0,0,25,10,12747,4,104,1,1,0,Collision,Medium,Glasgow,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
13074,0,0,24,2,13847,4,161,2,2,0,Vandalism,Medium,Edinburgh,Van,settled,Severe,Female,Employed,Unknown,No Injury
4460,0,0,41,17,18933,20,376,0,0,1,Collision,High,Manchester,Coupe,settled,Moderate,Male,Employed,Driver,Minor
6178,0,1,53,5,11031,32,41,0,0,0,Weather,Low,Liverpool,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
31904,0,0,55,3,12783,33,312,1,0,0,Theft,High,Leeds,Van,settled,Major,Female,Retired,Pedestrian,Minor
2896,0,0,65,7,16105,43,66,0,0,0,Collision,Low,Manchester,Motorcycle,settled,Minor,Female,Retired,Unknown,No Injury
7064,0,0,59,6,8138,38,41,1,0,0,Theft,Low,Bristol,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
1121,0,0,22,6,8763,0,72,0,2,0,Vandalism,Low,Liverpool,Hatchback,settled,Minor,Female,Student,Unknown,No Injury
4979,0,0,53,11,14427,32,449,3,0,1,Theft,Low,Newcastle,Sedan,open,Minor,Male,Employed,Unknown,No Injury
8411,0,0,44,16,6881,24,177,0,0,1,Collision,Medium,Newcastle,Sedan,settled,Moderate,Female,Employed,Passenger,Minor
1804,0,0,23,1,15572,4,78,0,2,0,Collision,Low,Bristol,Hatchback,settled,Minor,Male,Employed,Driver,Minor
3123,0,0,65,11,11623,44,176,0,0,1,Collision,Medium,Manchester,Sedan,settled,Moderate,Female,Employed,Passenger,Minor
982,0,0,61,4,21038,42,66,5,0,0,Collision,Low,Manchester,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
138488,0,0,73,16,14159,51,225,1,0,1,Fire,High,Leeds,Coupe,settled,Severe,Male,Retired,Unknown,No Injury
9945,0,0,54,9,15429,33,69,0,0,0,Theft,Low,Glasgow,Sedan,settled,Moderate,Male,Employed,Pedestrian,Minor
7063,0,0,78,12,10568,58,85,2,0,1,Weather,Low,Newcastle,Sedan,settled,Moderate,Male,Retired,Unknown,No Injury
5090,0,0,65,13,8260,43,31,1,0,1,Theft,Low,London,SUV,settled,Minor,Male,Retired,Unknown,No Injury
71827,0,0,50,10,14810,28,242,1,0,0,Collision,High,Glasgow,Hatchback,settled,Severe,Male,Employed,Unknown,No Injury
2695,1,0,37,14,16920,17,33,3,0,1,Weather,Low,Liverpool,SUV,settled,Minor,Male,Unemployed,Passenger,Minor
2696,0,0,23,4,18162,3,81,3,2,0,Theft,Low,Newcastle,Hatchback,settled,Minor,Female,Employed,Pedestrian,Minor
2607,0,1,42,19,15996,22,47,1,0,1,Weather,Low,Newcastle,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
8046,0,0,41,16,13415,20,85,3,0,1,Collision,Low,Leeds,Motorcycle,settled,Moderate,Female,Self-Employed,Driver,Minor
6145,0,0,35,11,10345,17,45,2,0,1,Collision,Low,London,Van,settled,Moderate,Male,Self-Employed,Unknown,No Injury
2607,0,0,37,1,14435,18,92,4,0,0,Collision,Low,Leeds,SUV,settled,Minor,Female,Employed,Unknown,No Injury
1119,0,0,59,20,6388,39,39,2,0,1,Collision,Low,Bristol,SUV,settled,Minor,Female,Unemployed,Unknown,No Injury
33046,0,0,49,18,8175,29,108,6,0,1,Collision,Medium,Manchester,SUV,settled,Severe,Female,Employed,Unknown,No Injury
5502,0,0,72,0,8702,50,73,5,0,0,Collision,Low,Liverpool,Hatchback,settled,Moderate,Female,Retired,Unknown,No Injury
12676,0,0,76,19,500,54,41,0,0,1,Fire,Low,Bristol,Coupe,settled,Minor,Male,Retired,Pedestrian,Minor
6827,0,0,52,14,15687,31,78,3,0,1,Weather,Low,Cardiff,Coupe,settled,Moderate,Female,Employed,Passenger,Minor
2222,0,0,39,0,6422,21,160,0,0,0,Collision,Medium,Bristol,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
111849,0,0,64,9,14007,45,-373,2,0,0,Collision,Medium,London,Hatchback,open,Catastrophic,Male,Employed,Unknown,No Injury
2553,0,0,74,17,10568,52,33,0,0,1,Other,Low,Liverpool,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
7224,0,0,73,10,16437,53,51,3,0,0,Collision,Low,London,SUV,settled,Moderate,Female,Retired,Pedestrian,Minor
5060,0,0,79,19,10279,60,87,0,0,1,Collision,Low,Birmingham,SUV,settled,Moderate,Female,Employed,Unknown,No Injury
11220,0,0,24,13,15103,2,180,1,2,1,Other,Medium,Bristol,Van,settled,Major,Male,Employed,Driver,Minor
2537,1,0,68,10,16759,47,59,2,0,0,Collision,Low,Manchester,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
6297,0,0,69,14,19375,50,41,0,0,1,Weather,Low,Edinburgh,Van,settled,Moderate,Male,Unemployed,Unknown,No Injury
21078,0,0,49,4,17684,27,86,1,0,0,Other,Low,Glasgow,Van,settled,Major,Female,Self-Employed,Passenger,Minor
1694,0,0,51,14,14992,32,103,30,0,1,Collision,Low,Glasgow,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
46893,0,1,45,11,11432,26,73,3,0,1,Fire,Low,Birmingham,Sedan,settled,Moderate,Male,Employed,Passenger,Minor
15043,0,0,41,12,13055,19,111,3,0,1,Collision,Low,Edinburgh,Coupe,settled,Major,Female,Unemployed,Unknown,No Injury
4022,0,0,28,12,11313,10,64,5,0,1,Theft,Low,Glasgow,Van,settled,Minor,Male,Employed,Unknown,No Injury
3084,0,0,28,15,12866,9,78,5,0,1,Collision,Low,Cardiff,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
5440,0,0,71,6,3669,51,51,0,0,0,Collision,Low,Bristol,Van,settled,Moderate,Female,Retired,Pedestrian,Minor
1969,0,0,29,14,11565,11,145,1,0,1,Collision,Medium,Glasgow,Hatchback,settled,Minor,Female,Self-Employed,Driver,Minor
1511,0,0,33,17,10154,11,70,6,0,1,Collision,Low,Birmingham,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
8097,0,1,45,20,4469,24,81,0,0,1,Collision,Low,Liverpool,SUV,settled,Moderate,Male,Employed,Unknown,No Injury
32821,0,0,76,3,14627,55,168,0,0,0,Collision,Medium,Bristol,Sedan,settled,Severe,Male,Retired,Unknown,No Injury
45448,0,0,28,19,8450,6,146,1,0,1,Collision,Medium,Edinburgh,Coupe,settled,Severe,Male,Unemployed,Unknown,No Injury
1663,0,0,65,5,14107,46,63,2,0,0,Collision,Low,Bristol,Van,settled,Minor,Male,Retired,Unknown,No Injury
41352,0,0,66,16,11671,45,179,1,0,1,Collision,High,Manchester,Sedan,settled,Severe,Male,Retired,Passenger,Minor
1951,0,0,19,14,10015,0,30,0,2,1,Collision,Low,Cardiff,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
2787,0,0,75,6,12013,57,88,0,0,0,Weather,Low,Glasgow,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
20517,0,0,35,19,14787,17,-1943,0,0,1,Weather,High,London,Hatchback,open,Major,Female,Employed,Driver,Minor
17227,0,1,19,16,14707,0,100,0,2,1,Collision,Medium,Leeds,SUV,settled,Major,Female,Student,Unknown,No Injury
4830,0,0,40,8,20505,20,83,0,0,0,Collision,Low,Edinburgh,Motorcycle,settled,Moderate,Female,Employed,Passenger,Minor
20484,0,0,76,6,14857,56,322,3,0,0,Vandalism,High,Glasgow,Sedan,settled,Severe,Male,Retired,Unknown,No Injury
2760,0,0,30,8,8060,8,64,1,0,0,Collision,Low,Bristol,SUV,settled,Minor,Male,Employed,Pedestrian,Serious
2505,0,1,65,8,15535,43,40,4,0,0,Collision,Low,Cardiff,Sedan,settled,Minor,Male,Retired,Driver,Minor
4040,1,0,44,5,10129,24,152,1,0,0,Weather,Medium,Liverpool,SUV,settled,Minor,Male,Employed,Unknown,No Injury
1141,0,0,46,20,11297,25,82,2,0,1,Vandalism,Low,Bristol,SUV,settled,Minor,Male,Self-Employed,Unknown,No Injury
4743,0,1,18,3,13155,0,39,3,2,0,Collision,Low,Leeds,Sedan,settled,Moderate,Male,Student,Unknown,No Injury
7797,1,0,35,17,12644,15,85,1,0,1,Theft,Low,Newcastle,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
5742,0,0,19,3,16363,0,65,0,2,0,Weather,Low,Birmingham,Hatchback,settled,Moderate,Male,Employed,Unknown,No Injury
28452,1,0,66,19,7280,47,158,0,0,1,Collision,Medium,Leeds,Motorcycle,settled,Severe,Female,Retired,Unknown,No Injury
1602,0,0,68,19,10615,50,70,0,0,1,Collision,Low,Newcastle,Coupe,settled,Minor,Male,Retired,Unknown,No Injury
6916,0,0,47,6,9012,28,173,0,0,0,Other,Medium,Glasgow,SUV,settled,Moderate,Male,Self-Employed,Passenger,Serious
133560,0,0,33,16,12678,15,384,1,0,1,Collision,High,Liverpool,Sedan,settled,Catastrophic,Female,Employed,Driver,Minor
2978,0,0,77,2,13629,59,35,1,0,0,Other,Low,Glasgow,Van,settled,Minor,Female,Retired,Driver,Minor
7247,0,0,31,6,10485,11,152,5,0,0,Collision,Medium,Newcastle,Sedan,settled,Moderate,Female,Employed,Unknown,No Injury
3971,0,1,21,15,8418,3,37,1,2,1,Collision,Low,London,Sedan,settled,Moderate,Female,Employed,Unknown,No Injury
6233,0,0,27,8,14191,6,62,3,0,0,Collision,Low,Glasgow,Coupe,settled,Moderate,Male,Employed,Unknown,No Injury
28086,0,0,37,5,11792,18,74,0,0,0,Fire,Low,Bristol,Sedan,settled,Moderate,Male,Employed,Passenger,Minor
2013,0,0,58,5,8483,40,71,0,0,0,Collision,Low,Liverpool,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
1386,0,0,24,19,7889,3,59,0,2,1,Collision,Low,Cardiff,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
4804,0,0,34,13,20922,14,76,0,0,1,Theft,Low,Newcastle,Hatchback,settled,Minor,Male,Unemployed,Unknown,No Injury
332019,0,0,41,7,13064,19,375,5,0,0,Theft,High,Newcastle,SUV,settled,Catastrophic,Female,Self-Employed,Unknown,No Injury
4053,0,0,73,14,13177,51,166,4,0,1,Collision,Medium,Bristol,Coupe,settled,Moderate,Male,Unemployed,Unknown,No Injury
27726,0,0,64,12,15677,46,110,1,0,1,Collision,Medium,Glasgow,Sedan,settled,Severe,Male,Employed,Unknown,No Injury
2722,0,0,60,12,12455,41,32,0,0,1,Collision,Low,Newcastle,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
10166,0,0,69,1,14054,47,70,1,0,0,Weather,Low,Cardiff,SUV,settled,Moderate,Male,Retired,Unknown,No Injury
1950,0,0,32,13,9404,10,68,6,0,1,Collision,Low,Glasgow,Motorcycle,settled,Minor,Female,Employed,Unknown,No Injury
2031,0,0,44,9,20845,25,48,0,0,0,Collision,Low,Manchester,SUV,settled,Minor,Male,Employed,Unknown,No Injury
1637,0,0,33,1,9162,11,33,1,0,0,Collision,Low,London,SUV,settled,Minor,Male,Employed,Unknown,No Injury
45352,0,0,19,4,10382,1,1917,0,2,0,Collision,Medium,Glasgow,Sedan,open,Severe,Male,Student,Unknown,No Injury
13080,0,0,44,5,8766,24,140,2,0,0,Collision,Medium,Newcastle,Sedan,settled,Major,Female,Employed,Unknown,No Injury
1784,0,1,18,18,14099,0,40,3,2,1,Collision,Low,Manchester,Sedan,settled,Minor,Male,Employed,Driver,Minor
3431,0,1,73,20,9398,54,90,7,0,1,Weather,Low,Birmingham,Sedan,settled,Minor,Male,Retired,Driver,Minor
2647,0,0,51,15,16219,31,88,0,0,1,Collision,Low,London,Hatchback,settled,Minor,Female,Self-Employed,Pedestrian,Minor
3819,0,0,34,0,9572,12,180,3,0,0,Weather,Medium,Leeds,Sedan,settled,Minor,Female,Employed,Passenger,Minor
3586,0,0,39,20,16709,17,33,0,0,1,Weather,Low,Manchester,SUV,settled,Minor,Male,Employed,Pedestrian,Minor
151182,0,0,76,2,12403,57,166,2,0,0,Collision,High,London,Sedan,settled,Catastrophic,Female,Retired,Unknown,No Injury
2257,0,0,62,6,12463,40,65,0,0,0,Collision,Low,Cardiff,Coupe,settled,Minor,Male,Employed,Unknown,No Injury
47987,0,0,58,0,11242,37,369,30,0,0,Collision,High,Manchester,Sedan,settled,Severe,Female,Employed,Unknown,No Injury
1924,0,0,24,0,8215,2,52,0,2,0,Collision,Low,Cardiff,SUV,settled,Minor,Male,Self-Employed,Driver,Minor
13092,0,0,66,16,18240,48,88,1,0,1,Theft,Low,Bristol,Sedan,settled,Moderate,Male,Retired,Unknown,No Injury
31252,0,0,70,5,9133,49,84,2,0,0,Collision,Low,Cardiff,Hatchback,settled,Severe,Male,Retired,Unknown,No Injury
4017,0,0,27,11,19507,8,33,0,0,1,Theft,Low,Newcastle,Van,settled,Minor,Female,Self-Employed,Unknown,No Injury
2158,0,0,29,12,16777,10,82,2,0,1,Collision,Low,London,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
3130,0,0,66,7,10069,45,42,0,0,0,Collision,Low,Liverpool,Hatchback,settled,Moderate,Female,Retired,Passenger,Minor
6075,0,0,40,17,6800,18,45,0,0,1,Theft,Low,London,Coupe,settled,Minor,Male,Employed,Unknown,No Injury
1748,0,0,62,2,10889,42,32,1,0,0,Vandalism,Low,Edinburgh,SUV,settled,Minor,Male,Employed,Unknown,No Injury
2134,0,0,38,7,5515,20,78,0,0,0,Collision,Low,Edinburgh,Motorcycle,settled,Minor,Female,Employed,Passenger,Serious
1593,0,0,69,0,17276,47,48,0,0,0,Collision,Low,Leeds,Van,settled,Minor,Male,Retired,Driver,Minor
1902,0,0,48,19,18718,28,61,0,0,1,Collision,Low,Edinburgh,Coupe,settled,Minor,Male,Self-Employed,Unknown,No Injury
10019,0,0,77,17,13698,57,81,0,0,1,Collision,Low,London,Coupe,settled,Moderate,Female,Retired,Unknown,No Injury
1961,0,0,46,7,13894,26,69,2,0,0,Collision,Low,Birmingham,Hatchback,settled,Minor,Female,Employed,Passenger,Minor
1009,0,0,62,20,20401,44,164,30,0,1,Vandalism,Medium,Leeds,SUV,settled,Minor,Female,Self-Employed,Unknown,No Injury
169482,0,0,77,19,9755,59,248,3,0,1,Collision,Medium,Cardiff,Hatchback,settled,Catastrophic,Male,Unemployed,Unknown,No Injury
3398,0,0,74,3,14337,55,77,5,0,0,Weather,Low,Cardiff,Sedan,settled,Minor,Male,Retired,Pedestrian,Minor
1902,0,1,69,3,13526,48,68,0,0,0,Collision,Low,Bristol,Van,settled,Minor,Male,Retired,Unknown,No Injury
4717,0,0,20,1,8357,1,55,1,2,0,Collision,Low,Leeds,Sedan,settled,Moderate,Female,Student,Unknown,No Injury
1388,0,0,41,20,16096,22,88,0,0,1,Vandalism,Low,Manchester,SUV,settled,Minor,Male,Self-Employed,Unknown,No Injury
1695,0,1,76,11,10697,54,61,1,0,1,Collision,Low,Glasgow,Hatchback,settled,Minor,Female,Retired,Passenger,Minor
3515,0,0,56,8,11366,38,96,3,0,0,Theft,Medium,Edinburgh,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
33413,0,0,64,8,4520,46,450,2,0,0,Collision,High,Edinburgh,SUV,settled,Severe,Male,Unemployed,Unknown,No Injury
6668,1,0,42,2,11821,20,74,1,0,0,Weather,Low,London,Sedan,settled,Moderate,Female,Self-Employed,Unknown,No Injury
32068,0,0,22,20,9700,4,83,5,2,1,Fire,Low,Cardiff,Sedan,settled,Moderate,Male,Student,Unknown,No Injury
21537,0,0,40,10,18682,18,62,0,0,0,Weather,Low,Manchester,Hatchback,settled,Major,Male,Unemployed,Unknown,No Injury
13136,0,0,53,17,11795,34,83,6,0,1,Theft,Low,Birmingham,Motorcycle,settled,Moderate,Male,Retired,Pedestrian,Serious
1800,0,1,78,5,14108,59,114,1,0,0,Collision,Medium,Glasgow,SUV,settled,Minor,Male,Retired,Pedestrian,Minor
5797,0,0,75,5,10335,53,84,0,0,0,Collision,Low,London,Hatchback,settled,Moderate,Male,Retired,Unknown,No Injury
18552,0,0,39,11,12138,20,104,0,0,1,Weather,Low,Liverpool,Van,settled,Major,Female,Employed,Driver,Serious
2990,0,0,62,18,9884,42,93,3,0,1,Weather,Low,Bristol,Coupe,settled,Minor,Male,Self-Employed,Unknown,No Injury
4201,0,0,46,13,8726,25,159,3,0,1,Theft,Low,Liverpool,Coupe,open,Minor,Male,Employed,Unknown,No Injury
3099,0,0,58,15,9825,38,45,5,0,1,Weather,Low,Manchester,SUV,settled,Minor,Male,Retired,Unknown,No Injury
2304,0,1,59,15,7668,41,95,6,0,1,Collision,Low,Liverpool,Van,settled,Minor,Male,Retired,Driver,Minor
1362,0,0,38,15,8954,18,35,0,0,1,Vandalism,Low,Edinburgh,Sedan,settled,Minor,Male,Self-Employed,Unknown,No Injury
26067,0,0,52,5,10889,32,107,0,0,0,Collision,Low,Manchester,Coupe,settled,Severe,Male,Unemployed,Unknown,No Injury
3917,0,0,39,10,16361,20,485,0,0,0,Vandalism,High,Bristol,Coupe,settled,Moderate,Female,Employed,Unknown,No Injury
4146,0,0,34,0,9017,14,1034,0,0,0,Theft,Low,Liverpool,Hatchback,open,Minor,Female,Employed,Unknown,No Injury
2348,0,0,24,6,21590,5,48,0,1,0,Collision,Low,Newcastle,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
1516,0,0,56,7,17906,38,73,2,0,0,Collision,Low,Edinburgh,Sedan,settled,Minor,Female,Retired,Pedestrian,Serious
7037,0,0,38,4,15575,17,87,3,0,0,Collision,Medium,Leeds,Hatchback,settled,Major,Male,Employed,Pedestrian,Minor
13400,0,0,55,1,14850,33,82,0,0,0,Collision,Low,Cardiff,Hatchback,settled,Major,Male,Employed,Unknown,No Injury
1629,0,0,27,11,17573,7,33,0,0,1,Collision,Low,Cardiff,Hatchback,settled,Minor,Female,Employed,Pedestrian,Minor
1115,0,0,22,9,12275,0,142,0,2,0,Vandalism,Medium,Newcastle,Van,settled,Minor,Male,Student,Unknown,No Injury
1515,0,0,54,6,10999,34,49,0,0,0,Vandalism,Low,London,SUV,settled,Minor,Female,Retired,Unknown,No Injury
27314,0,0,49,0,5611,30,81,1,0,0,Collision,Medium,Edinburgh,Hatchback,settled,Severe,Male,Self-Employed,Unknown,No Injury
22291,0,0,42,8,11782,20,82,5,0,0,Weather,Low,Liverpool,SUV,settled,Major,Female,Self-Employed,Unknown,No Injury
2214,0,0,60,4,8803,39,35,2,0,0,Collision,Low,Glasgow,Sedan,settled,Minor,Male,Employed,Driver,Minor
33081,0,0,70,15,13347,48,176,3,0,1,Fire,Medium,Liverpool,Sedan,settled,Moderate,Female,Employed,Pedestrian,Serious
11324,0,0,34,15,9172,15,66,1,0,1,Theft,Low,Edinburgh,Hatchback,settled,Moderate,Male,Employed,Unknown,No Injury
2146,0,1,73,16,12077,54,83,0,0,1,Collision,Low,London,SUV,settled,Minor,Male,Retired,Pedestrian,Serious
2077,0,0,57,14,13469,39,161,4,0,1,Collision,Medium,Glasgow,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
10634,0,0,35,16,16348,15,157,0,0,1,Theft,Medium,Cardiff,SUV,settled,Moderate,Female,Employed,Unknown,No Injury
2668,1,0,72,2,14156,52,86,0,0,0,Weather,Low,Birmingham,Hatchback,settled,Minor,Female,Retired,Unknown,No Injury
3133,0,0,49,18,8920,31,86,2,0,1,Weather,Low,Birmingham,Van,settled,Minor,Female,Employed,Unknown,No Injury
3650,0,0,20,7,12075,0,80,0,2,0,Weather,Low,Edinburgh,Sedan,settled,Minor,Female,Student,Driver,Minor
11990,0,0,48,11,9484,30,202,5,0,1,Vandalism,High,Edinburgh,Coupe,settled,Major,Male,Employed,Unknown,No Injury
6225,0,0,45,14,13712,24,52,0,0,1,Theft,Low,Liverpool,SUV,settled,Minor,Male,Employed,Unknown,No Injury
2109,0,1,55,20,10495,33,76,6,0,1,Collision,Low,Liverpool,Sedan,settled,Minor,Male,Unemployed,Unknown,No Injury
4755,0,0,24,17,10044,4,123,2,2,1,Collision,Medium,Leeds,Sedan,settled,Moderate,Female,Self-Employed,Unknown,No Injury
2852,0,0,78,5,12678,58,37,2,0,0,Collision,Low,Manchester,Coupe,settled,Minor,Male,Retired,Unknown,No Injury
2717,0,0,74,12,14103,53,54,1,0,1,Weather,Low,Bristol,Van,settled,Minor,Female,Retired,Unknown,No Injury
15964,0,1,51,14,11769,30,209,0,0,1,Collision,Medium,Edinburgh,Sedan,open,Major,Male,Self-Employed,Unknown,No Injury
3112,0,0,48,8,9499,26,90,2,0,0,Collision,Low,Edinburgh,Coupe,settled,Moderate,Male,Employed,Unknown,No Injury
40451,0,0,40,3,10997,18,145,1,0,0,Other,High,Edinburgh,Hatchback,settled,Severe,Male,Employed,Unknown,No Injury
2890,0,0,28,13,13070,9,84,2,0,1,Weather,Low,Newcastle,SUV,settled,Minor,Male,Unemployed,Unknown,No Injury
1158,0,0,76,20,14643,57,75,0,0,1,Vandalism,Low,Manchester,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
2086,0,0,77,9,12809,57,91,3,0,0,Collision,Low,Leeds,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
2799,0,0,29,5,16896,7,50,1,0,0,Collision,Low,Cardiff,Van,settled,Minor,Male,Employed,Unknown,No Injury
1106,0,0,76,13,8099,57,100,2,0,1,Collision,Medium,Leeds,SUV,settled,Minor,Female,Retired,Driver,Minor
20142,1,0,46,9,16960,25,67,0,0,0,Collision,Low,Manchester,Hatchback,settled,Major,Female,Unemployed,Unknown,No Injury
35379,0,0,64,12,10483,42,196,6,0,1,Collision,Medium,Glasgow,Sedan,settled,Severe,Male,Employed,Unknown,No Injury
1311,0,0,52,2,11644,32,49,0,0,0,Collision,Low,Bristol,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
2794,0,0,47,2,11447,27,64,1,0,0,Vandalism,Low,Edinburgh,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
1781,0,0,20,9,16170,0,84,1,2,0,Collision,Low,Leeds,SUV,settled,Minor,Female,Student,Passenger,Minor
2635,0,0,62,16,12943,42,68,3,0,1,Collision,Low,Edinburgh,Van,settled,Minor,Female,Employed,Unknown,No Injury
5444,0,1,50,14,18621,31,45,2,0,1,Collision,Low,Newcastle,Van,settled,Moderate,Female,Employed,Passenger,Minor
31152,0,1,56,3,17482,36,134,1,0,0,Theft,Medium,Manchester,Hatchback,settled,Major,Male,Employed,Unknown,No Injury
1441,0,0,59,14,6860,39,155,4,0,1,Collision,Medium,Glasgow,SUV,settled,Minor,Female,Self-Employed,Unknown,No Injury
1354,0,1,44,4,13970,26,1757,1,0,0,Collision,Low,Glasgow,Hatchback,open,Minor,Female,Employed,Driver,Minor
5899,0,0,34,17,10374,13,48,2,0,1,Other,Low,Glasgow,SUV,settled,Moderate,Male,Employed,Driver,Fatal
1965,0,0,53,17,17438,35,39,0,0,1,Vandalism,Low,Bristol,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
2784,0,0,61,5,12976,42,37,0,0,0,Collision,Low,London,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
3784,0,0,74,9,17318,54,93,1,0,0,Collision,Low,Edinburgh,Sedan,settled,Moderate,Female,Retired,Passenger,Minor
71459,0,1,18,17,12014,0,58,0,2,1,Fire,Low,London,Sedan,settled,Major,Female,Employed,Unknown,No Injury
4577,0,0,64,11,11517,46,30,0,0,1,Theft,Low,Liverpool,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
55587,1,0,26,14,15475,6,148,0,0,1,Weather,High,Edinburgh,Hatchback,settled,Severe,Female,Employed,Unknown,No Injury
38105,0,0,76,20,14643,57,208,0,0,1,Theft,Medium,Manchester,Sedan,settled,Major,Male,Employed,Unknown,No Injury
4281,0,0,69,1,10026,47,126,0,0,0,Collision,Medium,Liverpool,Sedan,settled,Moderate,Female,Employed,Driver,Minor
1672,0,1,43,10,9511,21,45,0,0,0,Collision,Low,Edinburgh,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
2261,0,0,57,18,12738,37,77,0,0,1,Vandalism,Low,Glasgow,Motorcycle,settled,Moderate,Female,Self-Employed,Unknown,No Injury
6103,0,0,26,16,14298,6,153,2,0,1,Vandalism,High,London,Sedan,settled,Major,Female,Employed,Unknown,No Injury
60003,0,0,78,13,21496,59,536,1,0,1,Collision,High,Newcastle,SUV,settled,Severe,Female,Retired,Pedestrian,Minor
3684,0,0,68,0,12833,50,83,0,0,0,Weather,Low,Birmingham,Van,settled,Minor,Male,Retired,Unknown,No Injury
2094,0,0,28,7,15977,6,39,4,0,0,Collision,Low,Edinburgh,Motorcycle,settled,Minor,Female,Unemployed,Unknown,No Injury
2112,0,0,55,10,7524,35,57,0,0,0,Collision,Low,Liverpool,Hatchback,settled,Minor,Female,Retired,Driver,Minor
20711,0,0,25,13,8468,6,93,0,0,1,Theft,Low,Manchester,Van,settled,Moderate,Female,Employed,Unknown,No Injury
5585,0,0,78,5,4858,57,111,0,0,0,Theft,Medium,Cardiff,Sedan,settled,Minor,Female,Self-Employed,Passenger,Minor
1913,0,0,57,6,15963,35,94,3,0,0,Collision,Medium,Liverpool,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
11837,0,0,23,5,15189,5,320,1,1,0,Fire,High,Glasgow,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
2557,0,0,39,18,15696,18,69,2,0,1,Collision,Low,Manchester,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
3400,0,0,66,4,16878,48,73,1,0,0,Weather,Low,Edinburgh,Motorcycle,settled,Minor,Male,Retired,Pedestrian,Minor
2151,0,0,33,10,15649,11,59,0,0,0,Collision,Low,Edinburgh,Hatchback,settled,Minor,Male,Employed,Pedestrian,Serious
4163,0,0,29,18,5104,11,101,2,0,1,Collision,Medium,Manchester,Sedan,settled,Moderate,Male,Self-Employed,Unknown,No Injury
7128,0,0,29,15,15811,8,77,0,0,1,Weather,Low,Newcastle,Hatchback,settled,Moderate,Male,Employed,Unknown,No Injury
1269,0,0,57,9,20660,36,72,1,0,0,Collision,Low,Liverpool,Sedan,settled,Minor,Female,Self-Employed,Unknown,No Injury
1334,0,0,44,9,11790,25,77,2,0,0,Vandalism,Low,Manchester,Sedan,settled,Minor,Female,Self-Employed,Passenger,Minor
35727,0,0,64,15,12197,44,195,5,0,1,Collision,High,Liverpool,SUV,settled,Severe,Female,Self-Employed,Unknown,No Injury
5300,0,0,56,15,4777,37,96,3,0,1,Vandalism,Low,Newcastle,Van,settled,Major,Female,Employed,Unknown,No Injury
5228,0,0,73,13,10233,55,91,1,0,1,Collision,Medium,Leeds,Sedan,settled,Moderate,Male,Retired,Driver,Minor
